kind,param,value,seed,success,state,steps,sim_time,path_length,collisions,first_detect_t,reach_t,homing_t,est_err_cm,known_frac,oracle_len,path_eff,victim_x,victim_y,wall_s
fallback_off,thermal_range_1x,4.0,14,0,searching,700,70.0,29.523902947519083,0,nan,nan,nan,nan,0.9966666666666667,17.702438661763956,0.5826614012497793,14.0,10.5,4.358123094999883
fallback_off,thermal_range_1x,4.0,15,0,failed,432,43.2,18.875127939287243,0,nan,nan,nan,nan,0.9966666666666667,17.702438661763956,0.9113813012074106,14.0,10.5,2.5209221420000176
fallback_off,thermal_range_1x,4.0,16,0,failed,508,50.800000000000004,19.459291754241946,0,nan,nan,nan,nan,0.9966666666666667,17.702438661763956,0.8840218276707827,14.0,10.5,2.8125403040000947
fallback_off,thermal_range_1x,4.0,17,0,failed,687,68.7,32.10943619945308,0,nan,nan,nan,nan,0.9966666666666667,17.702438661763956,0.5357440272357372,14.0,10.5,4.524387004000118
fallback_off,thermal_range_1x,4.0,18,0,failed,616,61.6,28.32315437155051,0,nan,nan,nan,nan,0.9966666666666667,17.702438661763956,0.6073630936758628,14.0,10.5,3.862946883999939
fallback_off,thermal_range_1x,4.0,19,0,searching,700,70.0,37.70445040334508,0,nan,nan,nan,nan,0.9966666666666667,17.702438661763956,0.45624424909367683,14.0,10.5,5.6524742180001795
fallback_off,thermal_range_3x,4.0,0,1,reached,481,48.1,25.88514078314433,0,41.900000000000006,48.1,6.199999999999996,1.46725781489467,0.9966666666666667,17.702438661763956,0.6645680935591317,14.0,10.5,2.8857266659999823
fallback_off,thermal_range_3x,4.0,1,0,failed,751,75.10000000000001,35.71703798734913,0,nan,nan,nan,nan,0.9966666666666667,17.702438661763956,0.4816311662757984,14.0,10.5,5.389381637000042
fallback_off,thermal_range_3x,4.0,2,0,failed,616,61.6,27.712048810966067,0,nan,nan,nan,nan,0.9966145833333333,17.702438661763956,0.620756652786953,14.0,10.5,3.999786743999948
fallback_off,thermal_range_3x,4.0,3,0,failed,456,45.6,19.4194251270552,0,nan,nan,nan,nan,0.9966666666666667,17.702438661763956,0.8858366583569701,14.0,10.5,2.7485946000001604
fallback_off,thermal_range_3x,4.0,4,0,failed,776,77.60000000000001,35.91334588469412,0,nan,nan,nan,nan,0.9966666666666667,17.702438661763956,0.47899849590721233,14.0,10.5,5.6198552070000005
fallback_off,thermal_range_3x,4.0,5,0,failed,621,62.1,28.53673899051076,0,nan,nan,nan,nan,0.9966666666666667,17.702438661763956,0.6028172548897137,14.0,10.5,4.231616556000063
fallback_off,thermal_range_3x,4.0,6,0,failed,656,65.60000000000001,29.910915031182718,0,nan,nan,nan,nan,0.9966666666666667,17.702438661763956,0.5751224475690588,14.0,10.5,4.349472404999915
fallback_off,thermal_range_3x,4.0,7,0,failed,421,42.1,18.76326897835018,0,nan,nan,nan,nan,0.9966666666666667,17.702438661763956,0.9168145850071663,14.0,10.5,2.632646259000012
fallback_off,thermal_range_3x,4.0,8,0,failed,736,73.60000000000001,34.24266983279708,0,nan,nan,nan,nan,0.9966666666666667,17.702438661763956,0.5023684994704396,14.0,10.5,5.213999156999989
fallback_off,thermal_range_3x,4.0,9,0,failed,662,66.2,27.61753391135896,0,nan,nan,nan,nan,0.9966145833333333,17.702438661763956,0.6228810550926371,14.0,10.5,3.9698604079999313
fallback_off,thermal_range_3x,4.0,10,0,failed,621,62.1,29.113942476335836,0,nan,nan,nan,nan,0.9966666666666667,17.702438661763956,0.5908659974768552,14.0,10.5,4.100204761999976
fallback_off,thermal_range_3x,4.0,11,0,failed,646,64.60000000000001,29.413685994136348,0,nan,nan,nan,nan,0.9966666666666667,17.702438661763956,0.5848447102207212,14.0,10.5,4.117211484999871
fallback_off,thermal_range_3x,4.0,12,0,failed,401,40.1,18.00488452701032,0,nan,nan,nan,nan,0.9966666666666667,17.702438661763956,0.9554317683047309,14.0,10.5,2.235342199000115
fallback_off,thermal_range_3x,4.0,13,0,failed,731,73.10000000000001,34.96681338996131,2,nan,nan,nan,nan,0.9966666666666667,17.702438661763956,0.4919647229479206,14.0,10.5,5.705266169999959
fallback_off,thermal_range_3x,4.0,14,0,failed,703,70.3,29.523902947519083,0,nan,nan,nan,nan,0.9966666666666667,17.702438661763956,0.5826614012497793,14.0,10.5,4.371270682999921
fallback_off,thermal_range_3x,4.0,15,0,failed,432,43.2,18.875127939287243,0,nan,nan,nan,nan,0.9966666666666667,17.702438661763956,0.9113813012074106,14.0,10.5,2.5238673580001887
fallback_off,thermal_range_3x,4.0,16,0,failed,508,50.800000000000004,19.459291754241946,0,nan,nan,nan,nan,0.9966666666666667,17.702438661763956,0.8840218276707827,14.0,10.5,2.99749083100005
fallback_off,thermal_range_3x,4.0,17,0,failed,687,68.7,32.10943619945308,0,nan,nan,nan,nan,0.9966666666666667,17.702438661763956,0.5357440272357372,14.0,10.5,4.578241509999998
